star_01,star_02,star_03,area,moment
17573,22549,17702,0.0005096868274893125,4.994281582159453e-06
44471,45688,45860,0.0005128763553444678,1.2745874894087197e-06
23453,23767,24608,0.0005136631465587384,2.4990595839853e-07
32349,33977,34444,0.0005141046715031758,8.637009425545719e-07
42913,47854,45080,0.000514538655766482,7.941960935157858e-07
59774,62956,65477,0.000517890703910665,6.503984911786244e-07
65378,65477,72607,0.0005189194112211732,3.837827308653256e-06
45941,53253,54463,0.0005191144937803822,1.724973099910089e-06
17499,17702,26451,0.0005198909184804117,5.782217128731813e-06
17448,23453,23767,0.0005241973441442059,2.9456098956065707e-06
57363,60718,62434,0.0005263845267298012,6.554967002372565e-07
85696,85927,86228,0.0005280532734762052,3.1106621693316485e-07
59196,61622,61932,0.0005280679350376971,2.657844191075687e-07
17573,17702,25336,0.0005281503882759218,7.672145240645164e-06
22549,25930,26311,0.0005281836749062951,1.3938260976393824e-06
67464,68245,73334,0.0005284920684179604,1.3261335614939633e-06
17499,18246,18614,0.0005287468041190431,1.0101413409449723e-06
59196,60718,59449,0.0005307059421755222,1.2581681325664432e-06
67472,68245,71352,0.0005319737534710977,5.495706972137635e-07
42913,47854,45556,0.0005320088288940539,8.27234474609596e-07
17499,18724,17573,0.0005327329948778119,1.3590108742039624e-06
8903,17499,17702,0.0005328180515293166,5.9657957348448846e-06
99675,99848,105199,0.00053310583853653,2.840248164865143e-06
22797,23875,24436,0.0005334244246375116,9.879516433872896e-07
25281,26311,26727,0.0005381477057793401,1.3027502105280072e-07
20455,20885,21421,0.0005388836300784115,8.40294793451501e-08
20889,22449,22549,0.0005391445030237083,1.781265029011684e-06
83207,87933,88794,0.0005397144254865061,1.722026796019946e-06
17573,18724,17702,0.0005397937853717271,1.3573825606275184e-06
86670,87073,87261,0.0005398827494222672,8.187084271602038e-08
45080,45556,45941,0.0005443579861229221,1.7177395290759583e-07
85927,90422,86670,0.0005451592370150855,1.374941662224381e-06
45101,50371,47854,0.000547655818194622,4.251029035988228e-07
43023,45941,46701,0.0005491225933695948,1.3328711495258442e-06
17499,17573,20889,0.000550214786793263,1.1744236243526792e-06
43783,45556,48774,0.0005505134160022459,7.694875402068072e-07
99675,100453,99848,0.000551457878687014,4.781289264541114e-07
68245,71352,73334,0.0005516501954550283,9.036686917419557e-07
52419,54463,55425,0.0005550591117200193,8.546255043977736e-07
72105,76267,76952,0.000555583530091769,1.3728087040508877e-06
65378,65477,71075,0.0005559795749329069,3.78874015130522e-06
14354,17573,17702,0.0005561419264291209,2.714808253547136e-06
25930,26311,29651,0.000556421209312774,1.2691972884674503e-06
8832,8903,9884,0.0005569707081765643,2.132971378981008e-07
74376,75264,76297,0.0005589309102584225,5.263530766647458e-07
17499,17573,20455,0.0005589554101550172,1.1491075100489078e-06
26311,30867,26727,0.0005591101674771764,1.7751994506959848e-06
56211,65378,65477,0.0005600218689118487,3.454729937238154e-06
67464,67472,68895,0.0005601095334122707,2.349429044107438e-06
55425,56561,57363,0.0005622890200263679,1.1842441424501318e-06
78104,78265,78933,0.0005645117739702656,5.762971797949414e-07
17499,17702,20455,0.0005648653787815204,1.1152434382075038e-06
92041,94141,95168,0.0005649149163513767,1.1270303248678622e-06
17702,18246,18614,0.000565112233574103,1.056774042883058e-06
92420,93194,95947,0.0005660522869282376,8.536868475810517e-07
73334,73807,74376,0.0005663476912911784,3.770153655383394e-07
23875,25281,25930,0.0005665623790480987,4.3891111607268244e-07
57363,60260,61084,0.0005679264320191985,9.033002857936125e-07
85258,85267,86670,0.0005679998740359513,2.815022457278354e-06
75695,76267,76952,0.0005684055876983792,1.4529922849673322e-07
65936,67472,68282,0.000571987934815508,4.115235356001318e-07
5165,7083,9007,0.0005725664152235949,6.542179832657032e-07
59196,59449,62434,0.0005734217234563572,9.344472028253218e-07
85267,85727,86929,0.0005741502119287639,5.530556368117242e-07
25606,25985,27366,0.000575463894255764,1.1387002945041229e-06
45080,48002,45556,0.0005757333604145614,4.93604083655796e-07
20205,20455,20885,0.000576523181383501,6.403648382388054e-08
20455,20894,21421,0.0005787293911263119,9.215586567314781e-08
25281,25930,27989,0.0005794011154797471,1.2482575274692922e-06
17847,20455,20885,0.0005806503198504501,1.2725391037753843e-06
23875,26549,26727,0.0005810908617057468,7.04507511158648e-07
73807,74376,74395,0.0005822975973683823,2.082060571137651e-07
80763,82396,81266,0.000582400850582774,6.55623441669083e-07
88635,93683,94141,0.0005828856287084998,2.674765960007835e-06
77070,79882,77622,0.0005837581615507737,1.640740182783577e-06
99473,101769,101958,0.0005851232760823124,3.0005897026486246e-06
78820,82514,78933,0.0005879754876102001,4.095719492689038e-06
84345,86742,87108,0.0005900578554675513,1.7661871824667977e-06
47854,50371,54463,0.0005900898765474442,8.807998529103447e-07
89931,93683,94141,0.000592240591435575,1.8057244760167668e-06
52419,56561,60260,0.0005926906245734828,1.0780015773197564e-06
17702,17847,25428,0.0005928489274945383,4.957534269582538e-06
44511,45941,46701,0.0005931777465147846,9.613073561581747e-07
20205,20455,20894,0.0005933217870971526,6.787585879861839e-08
45238,50371,51232,0.000593361337071348,1.5220519710233647e-06
25281,25930,26311,0.000594742318131251,1.0008920208448886e-07
8832,17499,17702,0.0005948592573853362,6.9770845996031995e-06
78820,82545,78933,0.0005959940536308841,4.161231310927899e-06
82363,85258,85267,0.0005961152971100859,3.3075969492840294e-07
13209,17499,17573,0.0005963493719982862,1.6525573731717085e-06
41312,45556,46701,0.0005978919671373178,1.1671919231328042e-06
17499,17573,20205,0.0005982312999646436,1.4083311412016982e-06
92855,93683,94141,0.0005983768417372663,3.34400610517766e-07
26549,26727,31681,0.0006005513942932217,5.551226920335348e-06
89341,93864,92855,0.0006011293292013354,1.6020312280576714e-06
20042,27628,20535,0.0006029404845627924,3.4816295826602683e-06
76267,76952,80816,0.0006030300789501779,1.6854991356781248e-06
22797,26311,26727,0.0006031880757623819,1.4211652971398846e-06
47854,50371,51576,0.0006047154530638469,2.5176555417815247e-07
46701,47854,48002,0.0006054948741736921,5.520501166558089e-07
17499,20889,17847,0.0006060803614417877,1.2076386488525942e-06
85696,85927,90496,0.000606420317125838,2.8503778004773236e-06
67464,69996,67472,0.0006065573024152148,4.609402773937587e-07
78401,78933,81377,0.0006069250846421354,1.9631055823715358e-06
9640,17573,17702,0.0006069752617362653,7.83013300107212e-06
78820,82396,78933,0.0006083354426278591,2.9949205731473036e-06
765,2072,2081,0.0006088219668816292,1.858415284473912e-07
82729,86228,84143,0.0006093112577408089,4.855950597635137e-07
17573,20205,17847,0.0006105110002273305,1.3555976920893875e-06
27288,30324,31592,0.000610697291150747,1.322425469374905e-06
86228,86670,87261,0.0006116384233140178,3.306879045798909e-07
79593,84012,79882,0.0006118400383911868,3.193646389226692e-06
18246,23453,23767,0.0006130053261242627,2.930786370785653e-06
20455,22449,20894,0.0006139761173872314,1.3769487695581169e-06
24436,24674,26549,0.0006139835861841091,6.007999507228941e-07
17499,17573,17529,0.0006145371326651726,3.4683678187616063e-06
71352,73273,75264,0.0006157873873699377,6.233117174260873e-07
36377,38414,39429,0.0006161798362587452,4.307344364440145e-07
78401,80112,81266,0.0006166455945262446,7.535969685503123e-07
28328,33579,33856,0.0006178181814317518,3.7175884747414237e-06
45941,47854,46701,0.0006195475539625534,5.436891403309386e-07
73273,73334,75177,0.0006209830162320042,6.38033242475648e-07
59449,60260,59747,0.0006221644358488427,5.815152152585275e-07
76470,78384,76600,0.0006242267308804084,1.1862875050169475e-06
77634,78265,78401,0.0006275053184498744,1.0436357852997393e-06
15900,16083,18724,0.0006278068387808751,8.775849368774507e-07
38827,43783,45101,0.0006279934407418788,1.6503759151247507e-06
42913,50371,51576,0.0006281704057658925,2.313565610026756e-06
20894,22449,22549,0.0006284786003985179,1.294413429074726e-06
101769,101958,104732,0.0006284862661447425,3.0391712656234746e-06
20885,22449,22549,0.0006289862656651014,1.316379528737271e-06
61585,62322,63613,0.0006300560459221975,1.3706533298420078e-07
59196,61084,62434,0.0006305114221445054,9.303545158996847e-07
23453,23767,28380,0.0006330742960145025,1.39004299456219e-06
67464,68245,75264,0.0006335067431873713,2.867475674296718e-06
12706,15900,16083,0.0006335965088639713,1.610605632968793e-06
17573,17702,26207,0.0006338578533631885,9.139763767689952e-06
42536,42570,42913,0.0006359026411904119,5.821830586050867e-07
17702,17847,26207,0.0006368351741519486,8.933613095838418e-06
59449,61622,61932,0.0006370546043154553,3.5727106565876147e-07
73273,73334,75141,0.0006373772175609163,2.413816764841885e-07
82545,85696,87261,0.0006383920339888936,1.0968844612416118e-06
8796,17573,17702,0.0006398988129166506,7.093413465494174e-06
73807,75264,78384,0.0006401634390208406,1.5081806862121354e-06
50191,51986,52727,0.0006407579956835092,7.637389044793226e-07
61585,62322,66657,0.0006409051458424791,2.9849388363453377e-06
17499,17702,21421,0.0006428895061662049,2.096838981007424e-06
20894,21421,26451,0.0006443179230078541,2.8848230602425023e-06
88635,93864,89931,0.0006445752402514013,1.6456596708262042e-06
93747,97365,98337,0.0006450111663065036,1.772363213827675e-06
59196,60823,61622,0.0006452542367119984,2.3288024647754325e-07
42536,42913,45556,0.0006458767248229654,6.017779529662836e-07
24436,24674,26727,0.0006476226702495577,7.740179418711733e-07
102488,103413,104060,0.0006479968828502846,9.764842218658228e-07
71352,73807,74376,0.0006482899493456115,7.648652745192696e-07
46701,50371,51576,0.0006490664382418283,7.516833922575136e-07
90496,93864,92041,0.0006491574910041089,6.688754681534584e-07
10064,17702,17847,0.0006492249452078078,6.23926853564999e-06
17702,18724,17847,0.0006497914618644877,1.5666430603519484e-06
85258,85267,87073,0.0006500760620142301,2.8895187440443043e-06
69996,73273,75141,0.0006520883583260867,1.3019426850819417e-06
17499,17573,19343,0.0006545359356449076,6.249193856617899e-06
17702,20455,20885,0.0006546712071100546,1.5184970342513458e-06
61622,68702,61932,0.0006548307268798911,3.0795085713213946e-06
20455,22449,20885,0.0006553179790848689,1.4778842269514181e-06
52419,59747,61084,0.0006568119734108984,2.1011143744644776e-06
65109,67464,65936,0.0006575772056173074,4.725344038375192e-07
42536,47854,45556,0.0006579900884418568,1.4087686120579212e-06
17847,20455,20894,0.0006592956426034957,1.4574491379004583e-06
82514,85696,87261,0.0006594515007926245,1.1526968702753633e-06
33152,33579,33856,0.0006594974549921543,2.367009044815413e-07
67472,68245,68282,0.0006611278016343435,1.0138762932919856e-07
20455,20885,20889,0.0006612459752998092,1.0728425946722456e-07
22449,24436,22549,0.0006625286690776779,2.7534278256055894e-06
17499,17573,25428,0.0006634324593168862,5.846522287038385e-06
85792,86228,86670,0.0006634942735628582,1.0423037783539807e-06
17499,17573,20885,0.000663715633004146,1.915759325041051e-06
86670,87261,89931,0.0006645075891919086,1.3873094919474134e-06
86974,87933,88794,0.0006654427629011995,2.0223603827821974e-07
23015,23416,23453,0.0006673488400520191,1.0468642868323157e-06
68282,69996,73807,0.0006675026668024258,1.2132703937654528e-06
17499,17573,20894,0.0006676946783766988,1.9495331869049624e-06
43783,45080,48774,0.0006680508475085201,9.59440237867538e-07
67464,68245,68282,0.000669367659280201,1.2819959794245128e-07
9884,17499,17847,0.0006693775322270208,5.830622637346668e-06
17573,22797,17702,0.00066983775429011,8.250192596110298e-06
45101,45556,46701,0.0006705133476613283,2.973384384521769e-07
95501,99473,97804,0.0006712361374664538,1.2568364533930089e-06
28103,30324,31592,0.000672708102748309,1.0545198737861484e-06
45556,46701,48774,0.0006730786729338724,4.4923857637913405e-07
67464,71352,73334,0.0006739854040038445,1.4788915370462612e-06
85258,85792,86228,0.0006775233136853635,1.3828609328668189e-06
20885,21421,26451,0.0006781930895600119,3.033950119381603e-06
44127,44248,44471,0.0006796620054268602,4.006629642588807e-07
65109,67464,67472,0.000679684386346168,6.948390486728877e-07
38827,42913,45941,0.0006822879171215371,1.3923062607431495e-06
71352,73273,73334,0.0006832530276599575,2.263716139732741e-07
97165,99675,99848,0.000683843280293609,3.625099188874857e-07
20455,20894,20889,0.0006852914087540359,1.166944195075358e-07
86228,87073,87261,0.000686512948837019,3.6471636196130704e-07
30277,33856,34444,0.0006881786387258688,1.491737823893365e-06
44127,45688,45860,0.0006882581644785242,2.0190743711234455e-06
97278,99473,98036,0.0006894003223421078,1.5141251554410699e-06
59196,60260,59747,0.0006897191461271632,9.651672979473923e-07
21594,26549,26727,0.0006897315522534231,4.351328569250214e-06
39953,42515,42828,0.0006897565870575068,2.461125692802762e-06
50371,51576,52419,0.0006917901441566864,1.7682219671185058e-07
26549,26727,32362,0.0006921910857243551,5.7271087646320685e-06
71053,76267,76952,0.0006939189056733888,2.7225070648143264e-06
17573,20455,20885,0.0006946130183433545,1.7379534211950785e-06
85696,93683,85927,0.0006948240293689516,7.385077259073197e-06
71908,73273,73334,0.0006958144309815228,5.881081783167624e-06
84143,86670,87261,0.000696380978790143,8.611676863494515e-07
46701,51232,54463,0.0006971856546868131,1.5008641082358313e-06
17702,17847,18614,0.0007003236844539783,1.6833468918483494e-06
17499,17702,20885,0.0007010202819059191,1.955439350753419e-06
73714,76470,78104,0.0007015339153251523,1.39332401577233e-06
67472,68245,75177,0.0007016242166192022,3.829668364741697e-06
17847,18246,18614,0.0007020886539148856,1.3094422044074617e-06
73273,73334,75264,0.0007028981803044374,2.8125936296852175e-07
27072,27288,27366,0.0007048673581515752,1.4802879477383085e-06
59747,60260,63613,0.0007051452267532942,1.9653108777107903e-06
23875,24436,24674,0.0007051638959122572,1.4232034199472978e-07
14576,17573,17702,0.000705430789649589,4.0745809359107695e-06
81065,85258,85267,0.0007071720167081583,6.438385033915322e-06
78384,82729,84143,0.0007076993668709093,2.0406155125587245e-06
17499,17702,18246,0.0007077312629562663,7.625771271404214e-07
17702,17847,23015,0.0007077914120172817,3.6660746321991894e-06
17499,17573,21421,0.0007078846905167318,2.3830253634372995e-06
17499,17702,20894,0.0007091671892493257,2.0014440875037864e-06
78265,78401,78933,0.0007095674732594759,3.081777235166698e-07
56343,61622,61932,0.0007105210602954456,5.265731021191096e-06
78104,78820,78933,0.0007108544581241546,1.0275373645796165e-06
23685,25985,27288,0.0007112980637846457,1.4145665670471377e-06
5165,7083,10602,0.0007136300765360853,1.4217838089782113e-06
24436,24674,27989,0.0007151935647208252,3.838386265378503e-06
16083,20894,21421,0.0007153325274518129,3.5515086717922566e-06
30277,33579,33856,0.0007168717706353746,1.119139523253089e-06
65378,65477,74666,0.0007181359959428531,1.0023029265873435e-05
76333,78820,78933,0.0007192343516199455,1.013708030660577e-06
77634,78104,78933,0.0007219411742234932,1.7005838204366758e-06
78820,82729,78933,0.0007225945520085053,7.1587711491994375e-06
31685,38414,39429,0.0007236050608145069,2.8553331564964917e-06
94779,95853,99675,0.0007260277988729207,1.2739421576876585e-06
47508,50583,49583,0.0007284218442643907,1.7983951511598886e-06
76600,78104,81266,0.0007291091931041998,1.5308453567384762e-06
25985,27288,28103,0.0007310245904184173,4.450622672003059e-07
73807,75264,76297,0.0007310670165706833,5.936009621911008e-07
17499,17702,25428,0.0007324319716116122,6.377312225809347e-06
59747,60260,61084,0.0007338043114040861,1.4260414626010412e-07
85696,94141,85927,0.0007338125518678524,8.643266781134739e-06
54463,60823,61622,0.0007352034480887685,3.0248813821847235e-06
47854,48002,50099,0.0007357146921819004,6.364625683918321e-07
17529,23453,23767,0.0007360377630849563,2.7179581318851667e-06
